prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu
prompt307,0.671684432474452,1.0894145965576172,8,yes,16,16,2.044921875,0.067596435546875
prompt308,0.7326450523303886,1.3044309616088867,10,no,14.0,6,2.126953125,0.062164306640625
prompt309,0.8644812903305552,0.9944169521331787,7,no,11,8,2.21484375,0.067626953125
prompt310,0.5559070209293653,1.4955790042877197,10,no,1500,2050,1.741943359375,0.0642547607421875
prompt311,0.5093311272975558,4.368641376495361,36,no,4,91,6.38671875,0.18701171875
prompt312,0.8527351748300175,1.0574266910552979,8,no,33,32,1.818359375,0.0600738525390625
prompt313,0.7794326859139651,1.4362819194793701,11,no,43400,120000,2.325,0.068408203125
prompt314,0.852835660600358,1.2002460956573486,9,no,42,30,1.875,0.05816650390625
prompt315,0.8851157297692192,1.2082114219665527,9,no,30,14,2.01708984375,0.059600830078125
prompt316,0.836356158613473,1.0884335041046143,8,no,48,156,2.26953125,0.06732177734375
prompt317,0.6816552537776702,1.2984402179718018,10,no,300,12,1.990234375,0.06575520833333333
prompt318,0.7111582300280641,1.0751748085021973,8,no,60,123,2.16015625,0.067169189453125
prompt319,0.24628476847887443,1.0852041244506836,8,yes,15,15,1.90625,0.0728759765625
prompt320,0.8718354104435626,1.1827218532562256,9,no,12,8,2.1611328125,0.06036376953125
prompt321,0.8349973228034089,0.9421510696411133,7,yes,1,1,2.04296875,0.0699462890625
prompt322,0.7911258760471658,0.953728437423706,7,no,5,9,2.162109375,0.0699462890625
prompt323,0.8670263221851925,1.347949504852295,9,no,255,75,2.4342447916666665,0.06962076822916667
prompt324,0.4395578535677271,1.075599193572998,8,no,10,14,1.666015625,0.066314697265625
prompt325,0.32290136675803394,5.883581876754761,43,no,68000,224000,2.263671875,0.065032958984375
prompt326,0.8066817219244977,0.9717843532562256,7,no,4,14,2.162109375,0.068115234375
prompt327,0.41209794755905027,6.374397039413452,47,no,24,31,1.359375,0.061126708984375
prompt328,0.6995098494463878,1.8883202075958252,15,yes,2,2,2.720703125,0.08251953125
prompt329,0.7071833164265944,1.0729029178619385,8,yes,14,14,1.98095703125,0.064605712890625
prompt330,0.8512329246068152,0.9739046096801758,7,no,5,31,2.44921875,0.070556640625
prompt331,0.6417338173970408,1.7610654830932617,12,no,6600,8400,2.2037760416666665,0.058380126953125
prompt332,0.8524910404312246,1.1763832569122314,9,no,18,44,2.0419921875,0.0624237060546875
prompt333,0.505005879895725,1.4103882312774658,10,no,250,100,2.05078125,0.0599822998046875
prompt334,0.8777941602208722,0.958573579788208,7,no,2,6,2.1640625,0.06878662109375
prompt335,0.7402057625164687,1.3079702854156494,10,no,430,310,2.04296875,0.059895833333333336
prompt336,0.8567772893234105,1.417724609375,11,no,155.0,72,2.20751953125,0.0640411376953125
prompt337,0.9051035986812828,1.1704175472259521,9,no,11,1,2.2197265625,0.0615386962890625
prompt338,0.6027666275692776,1.1875391006469727,9,no,80,60,2.048828125,0.0616302490234375
prompt339,,5.984525918960571,50,buggy,None,160,,
prompt340,0.762674720040909,1.0905988216400146,7,no,1,4,2.04296875,0.07159423828125
prompt341,0.4663810227368071,1.2154197692871094,9,no,60,260,1.5615234375,0.05828857421875
prompt342,0.8012096441701946,1.222151517868042,9,no,59,87,1.91748046875,0.0592041015625
prompt343,0.8082025849366403,1.0842475891113281,8,no,20,180000,2.107421875,0.0653533935546875
prompt344,0.8420817205512428,1.1941380500793457,9,no,11,2,2.267578125,0.067352294921875
prompt345,,5.95209813117981,50,buggy,None,310,,
prompt346,0.8568020589215094,1.2056009769439697,9,no,23,9,2.1611328125,0.0601043701171875
prompt347,0.5579633172301683,1.2889049053192139,10,no,2400.0,36,1.716796875,0.068212890625
prompt348,0.46929321761253107,1.22446870803833,9,no,120,10,1.6158854166666667,0.06571451822916667
prompt349,0.6386920213124393,1.3390371799468994,10,no,800,2640,1.89453125,0.06591796875
prompt350,0.8149390088471863,1.1759390830993652,8,no,11,8,1.8408203125,0.0622406005859375
prompt351,0.6970121773878782,1.0997397899627686,8,no,50,10,1.8740234375,0.0625
prompt352,0.7608635641747316,0.9445562362670898,7,no,6,21,2.267578125,0.067626953125
prompt353,0.9413509019482569,0.9749124050140381,7,no,3,20,2.169921875,0.060699462890625
prompt354,0.6406746588004563,1.322242259979248,9,no,320,45,1.703125,0.06036376953125
prompt355,0.7773930491472643,1.099635362625122,8,no,12,34,1.87353515625,0.06097412109375
prompt356,0.8947215177069214,1.0934453010559082,8,no,10,21,2.3173828125,0.063751220703125
prompt357,0.9195889794503646,3.197742462158203,23,no,7,2,2.361328125,0.0728759765625
prompt358,0.8771707699549454,0.9561772346496582,7,no,2,20,2.44921875,0.070556640625
prompt359,0.8108723746104404,1.2157633304595947,9,no,14.0,4,2.232421875,0.06752522786458333
prompt360,0.7133412643145804,1.056023120880127,8,no,21,25,1.81396484375,0.0626983642578125
prompt361,,6.85692286491394,50,buggy,None,20,,
prompt362,0.7820845390825262,1.5879623889923096,11,no,525.0,23,2.207275390625,0.069305419921875
prompt363,0.8196320009325042,1.9922163486480713,15,no,12840,6,2.35859375,0.06636962890625
prompt364,0.9328130982824845,1.3233582973480225,10,no,46,49,1.9287109375,0.05908203125
prompt365,0.4923032923293028,1.0561165809631348,8,no,12,18,1.55908203125,0.06134033203125
prompt366,0.48575911976212993,0.9663317203521729,7,no,19,9,1.7587890625,0.0669708251953125
prompt367,0.833682358524128,1.11167311668396,8,no,14,19,2.263671875,0.067535400390625
prompt368,0.8402365989304036,1.0509617328643799,8,no,26,18,2.21875,0.0650634765625
prompt369,,6.839519739151001,50,buggy,None,1198,,
prompt370,0.30631395096774333,1.305943250656128,10,no,400,320,1.2633463541666667,0.062154134114583336
prompt371,0.9329852371007067,1.1672484874725342,8,no,24,50,2.16015625,0.06243896484375
prompt372,0.8415721048727272,1.3171820640563965,10,no,10,5,2.0498046875,0.060882568359375
prompt373,0.5462146571766742,5.225560188293457,41,no,600.0,240000,1.7439453125,0.066790771484375
prompt374,0.8526846130285941,1.0603692531585693,8,no,10,45,2.2705078125,0.0660552978515625
prompt375,0.8172709521542406,1.0695734024047852,8,no,32,48,2.26953125,0.06622314453125
prompt376,0.7909521043738261,1.0596277713775635,8,yes,15,15,2.2177734375,0.0659942626953125
prompt377,,0.8691694736480713,6,buggy,None,50,,
prompt378,0.505220492300664,1.1788833141326904,9,no,12,15,1.83935546875,0.061920166015625
prompt379,0.9273128837121676,1.060689926147461,8,no,40,21,2.3193359375,0.065338134765625
prompt380,0.7567793056936781,1.5287816524505615,12,no,9416.0,803,2.0955078125,0.06519775390625
prompt381,0.9339390030569881,1.1773910522460938,9,no,13,67,2.1630859375,0.0591278076171875
prompt382,0.6424726115964211,1.1875121593475342,9,no,130,350,1.62890625,0.059783935546875
prompt383,0.8189327676768409,1.48138427734375,10,no,36.0,2,2.2604166666666665,0.06390380859375
prompt384,0.7142616867398057,1.0485966205596924,8,no,24,32,1.76025390625,0.0649871826171875
prompt385,0.868681472584807,1.2155952453613281,8,no,13,16,1.87353515625,0.06304931640625
prompt386,0.8266968877663521,1.090991735458374,8,no,81,80,1.47021484375,0.061859130859375
prompt387,0.8588591974964079,1.307962417602539,10,no,40,36,1.81591796875,0.061431884765625
prompt388,,6.18012547492981,50,buggy,None,88,,
prompt389,0.8692801150219965,1.1494638919830322,8,yes,6,6,2.05078125,0.05859375
prompt390,0.8075162910750774,0.9716277122497559,7,no,5,12,2.267578125,0.071044921875
prompt391,0.7290963687583196,1.0821154117584229,8,no,25,15,2.0458984375,0.06536865234375
prompt392,0.8715325137394951,0.9753208160400391,7,no,4,34,2.357421875,0.0716552734375
prompt393,0.6666588646640481,1.408207654953003,11,no,1875.0,20,1.9640625,0.06634521484375
prompt394,0.7050649479987774,1.0559444427490234,8,no,96,92,1.87255859375,0.0646514892578125
prompt395,0.8763245243819804,1.0897142887115479,8,no,8,38,2.05078125,0.059478759765625
prompt396,0.9190606078325485,0.948754072189331,7,no,1,3,2.048828125,0.06695556640625
prompt397,0.8086981945261362,0.9431850910186768,7,no,5,25,2.04296875,0.070068359375
prompt398,0.7832738776519411,1.077235221862793,8,no,102,168,2.1647135416666665,0.06505330403645833
prompt399,0.8760567137935475,1.1681137084960938,9,no,39,12,2.2099609375,0.060821533203125
prompt400,0.7288619478030254,1.0557382106781006,8,no,16,48,1.560546875,0.0610809326171875
prompt401,0.6496711207836177,1.6449787616729736,13,no,20400,14400,1.809765625,0.063690185546875
prompt402,0.7093465720063352,0.9692091941833496,7,no,1,4,2.15625,0.0750732421875
prompt403,0.6921237813507177,1.689272165298462,13,no,40800,81,2.425390625,0.073046875
prompt404,0.7397612915259086,1.0758793354034424,8,no,32,22,2.1494140625,0.07037353515625
prompt405,0.7699443206325908,1.8992512226104736,13,no,22300.0,50,1.89990234375,0.061869303385416664
prompt406,0.8836893927853349,4.931210041046143,36,no,46,200,2.41796875,0.0666656494140625
prompt407,0.4069861139323536,1.3536109924316406,9,no,8000,2000,1.55859375,0.065460205078125
prompt408,0.7802952828285167,1.1564266681671143,8,no,15,20,2.263671875,0.069305419921875
prompt409,0.5256110269570022,1.4523646831512451,11,no,12000,168000,1.841064453125,0.06404876708984375
prompt410,0.750785161887183,1.619124412536621,11,no,350.0,3,1.357421875,0.05925750732421875
prompt411,0.811769457947716,1.2031285762786865,9,no,675,1110,2.0677083333333335,0.060933430989583336
prompt412,0.622070213612403,1.092599630355835,8,no,42,5,2.337890625,0.07513427734375
prompt413,0.6383199882268281,1.330049753189087,10,no,249,25,2.1575520833333335,0.0701904296875
prompt414,0.8476772596513797,1.0678753852844238,8,no,6,56,2.048828125,0.0648193359375
prompt415,0.5856237043687503,1.504127025604248,10,no,500,350,1.9078776041666667,0.064849853515625
prompt416,0.8167559840164841,1.3029613494873047,10,no,120,56,2.1673177083333335,0.061299641927083336
prompt417,0.6066949055917721,1.4827144145965576,10,no,2300,3140,2.0660807291666665,0.06294759114583333
prompt418,0.7237101366520655,1.22493577003479,9,no,10,40,1.47265625,0.0558319091796875
prompt419,0.6714936839748648,1.4970417022705078,10,no,3760,3000,2.33935546875,0.07183837890625
prompt420,,1.2054145336151123,9,buggy,None,17000,,
prompt421,,6.124064683914185,50,buggy,None,12,,
prompt422,0.9340886811338472,6.558202266693115,49,no,4,284,1.3671875,0.054229736328125
prompt423,0.9030932799499186,1.2250738143920898,8,no,2,8,2.05078125,0.061431884765625
prompt424,0.8841636978585928,1.2092041969299316,9,no,230,570,2.1627604166666665,0.06158447265625
prompt425,0.893807146987598,1.213944911956787,8,no,102,150,2.1998697916666665,0.06562296549479167
prompt426,0.6013114342226736,1.0853726863861084,8,no,9,11,1.58203125,0.059844970703125
prompt427,0.7245824181567203,1.450228214263916,11,no,6666.0,150,1.51875,0.061541748046875
prompt428,0.6699748668757969,0.9771072864532471,7,no,4,26,1.91015625,0.069580078125
prompt429,0.8204597568444203,1.0709340572357178,8,no,18,13,1.62158203125,0.058319091796875
prompt430,0.7405643611366722,1.59806227684021,12,no,13799.0,132,1.9879557291666667,0.06322733561197917
prompt431,0.8887129701576231,1.213179588317871,9,no,10,1,2.162109375,0.0584869384765625
prompt432,0.7022491039605954,1.3661212921142578,9,no,216,30,2.2825520833333335,0.06919352213541667
prompt433,0.47810863192435915,1.4092681407928467,11,no,1125.0,6,2.03662109375,0.0670623779296875
prompt434,0.8169998232910864,0.949669599533081,7,no,1,5,1.759765625,0.067626953125
prompt435,0.8862738688409418,0.9368457794189453,7,no,4,5,1.9140625,0.06689453125
prompt436,0.6147709452605628,1.05751633644104,8,no,7,15,1.9189453125,0.059600830078125
prompt437,0.7798548128212102,1.0712153911590576,8,no,13,7,2.587890625,0.0748291015625
prompt438,0.8897466949722206,1.0408759117126465,7,no,3,2,2.44921875,0.06903076171875
prompt439,0.7889036123504041,1.2186219692230225,8,no,28,17,2.1640625,0.06695556640625
prompt440,0.8235421397327212,1.0790903568267822,8,no,9,98,1.916015625,0.05853271484375
prompt441,0.8434305385929902,1.106999158859253,8,no,50,80,2.314453125,0.069000244140625
prompt442,0.9273078103717348,1.096059799194336,8,yes,49,49,2.0947265625,0.0616607666015625
prompt443,0.9055184970818784,1.2728168964385986,9,no,45,59,2.09521484375,0.059234619140625
prompt444,0.5660182920746955,1.1746854782104492,9,no,60,20,1.70458984375,0.0599822998046875
prompt445,0.7633237398116751,1.2114133834838867,9,yes,6.0,6,1.6315104166666667,0.06024169921875
prompt446,0.9129554530538959,1.1193511486053467,8,no,8,2,2.052734375,0.057342529296875
prompt447,0.820922124914178,1.186960220336914,9,no,54,5,2.3056640625,0.068328857421875
prompt448,0.9229370502360463,0.9674699306488037,7,no,55,539,2.3603515625,0.06658935546875
prompt449,0.7739424610229104,1.067356824874878,8,no,68,112,1.759765625,0.0638427734375
prompt450,0.9195889794503646,1.0735118389129639,7,yes,4,4,2.365234375,0.06884765625
prompt451,0.7168429558734001,1.4426968097686768,11,no,16800,11050,2.0248046875,0.06422119140625
prompt452,0.45465965033728506,1.1792120933532715,9,no,45,50,1.328125,0.0579376220703125
prompt453,0.5425193004451466,1.4261808395385742,11,no,1800,6400,1.9694010416666667,0.060658772786458336
prompt454,0.3911212619093208,1.3107540607452393,10,no,360,150,1.70361328125,0.0613861083984375
prompt455,0.41154883849399093,1.2132627964019775,9,no,288,1920,1.3346354166666667,0.06495157877604167
prompt456,0.8160904220426722,1.2987878322601318,10,no,115,78,2.0885416666666665,0.061126708984375
prompt457,0.736767960009129,1.100322961807251,8,no,50,45,2.3408203125,0.072509765625
prompt458,0.8636581370670398,1.1748576164245605,9,no,38,35,2.03955078125,0.06488037109375
prompt459,0.9313580752105409,1.1310558319091797,7,no,3,2,2.26953125,0.068115234375
prompt460,0.9470503560770209,1.0834717750549316,8,no,10,84,2.271484375,0.0654144287109375
prompt461,0.956837666692565,1.178100824356079,9,no,57,9,2.26953125,0.0601348876953125
prompt462,0.945477073069791,1.0444655418395996,8,no,35,71,2.3193359375,0.0641021728515625
prompt463,0.7949951324292204,1.0573155879974365,8,no,23,18,2.0390625,0.0636138916015625
prompt464,0.9501424725923449,1.2023744583129883,9,no,69,6,2.2529296875,0.0622711181640625
prompt465,0.8022371945309743,0.9747757911682129,7,no,10,30,2.1640625,0.067230224609375
prompt466,0.8041146219121907,1.1770610809326172,9,no,35.0,1,2.3899739583333335,0.06660970052083333
prompt467,0.6629745989851276,1.300525426864624,10,no,320,1200,1.8356119791666667,0.064910888671875
prompt468,0.8202179825567024,0.9507818222045898,7,no,9,120,2.359375,0.07415771484375
prompt469,0.9164615485445258,1.089343786239624,8,no,2,4,2.16796875,0.05902099609375
prompt470,0.9480970523296938,0.9414308071136475,7,no,5,3,2.36328125,0.06787109375
prompt471,0.9244616978528679,1.0839409828186035,8,no,9,80,2.169921875,0.060455322265625
prompt472,0.9135452158485907,0.965919017791748,7,no,3,6,2.26953125,0.0697021484375
prompt473,0.8012234603046549,1.6395058631896973,13,no,100.0,10,2.229248046875,0.06546783447265625
prompt474,0.6542344323266449,0.9500255584716797,7,no,70,80,1.619140625,0.06365966796875
prompt475,0.35734000243928166,1.0740299224853516,8,no,60,20,2.16015625,0.07177734375
prompt476,0.8720978787659901,0.9399962425231934,7,yes,5,5,2.046875,0.06640625
prompt477,0.7457547956385275,1.0728180408477783,8,no,7,20,1.9189453125,0.057830810546875
prompt478,0.7983880468549507,1.3018553256988525,10,no,697,621,1.9947916666666667,0.059244791666666664
prompt479,0.7494098366085586,1.5726492404937744,11,no,15590,15400,2.1966796875,0.0630126953125
prompt480,,6.236647844314575,50,buggy,None,11,,
prompt481,0.8961564721857345,1.090308427810669,8,no,16,84,2.2685546875,0.06854248046875
prompt482,0.49020691950934325,1.1021168231964111,8,yes,26,26,1.292236328125,0.0616455078125
prompt483,0.4508349881369786,1.081470251083374,8,no,80,40,2.26953125,0.067626953125
prompt484,0.7246824433407817,0.9717559814453125,7,no,20,240,1.4716796875,0.0645294189453125
prompt485,0.7632380601180598,1.1786212921142578,9,no,320,220,1.9524739583333333,0.06422932942708333
prompt486,0.7573657898239268,1.059359073638916,8,no,20,6,1.98046875,0.063232421875
prompt487,0.6516231949721502,1.1903996467590332,9,no,20,4,2.03466796875,0.06903076171875
prompt488,0.9289062252463913,0.9514808654785156,7,no,9,6,2.166015625,0.06646728515625
prompt489,0.7897479317806553,1.677624225616455,13,no,21,-10,2.2080078125,0.061187744140625
prompt490,0.815077140182149,0.9442014694213867,7,no,3,4,2.4453125,0.076171875
prompt491,0.8486115576145574,0.9383189678192139,7,no,8,16,1.759765625,0.068359375
prompt492,0.7655780220367252,1.0510103702545166,8,yes,32,32,1.91650390625,0.063751220703125
prompt493,0.7362648536272764,1.0906295776367188,8,no,86,25,2.2666015625,0.06903076171875
prompt494,0.9175247772045343,1.3415143489837646,9,no,18,21,2.2216796875,0.0596466064453125
prompt495,0.7071000287839175,1.1851794719696045,9,yes,200,200,1.3170572916666667,0.0604248046875
prompt496,0.7711255027763105,0.9375276565551758,7,no,8,38,2.16015625,0.0704345703125
prompt497,0.8480290696241712,1.1912550926208496,9,no,264,112,2.0677083333333335,0.06441243489583333
prompt498,0.7677757159038427,1.0758564472198486,8,no,62,40,2.306640625,0.06951904296875
prompt499,0.8469283692724677,1.2393028736114502,8,no,22,10,2.21875,0.066314697265625
prompt500,0.8340505753705594,1.0527775287628174,8,no,22,16,2.09326171875,0.0626068115234375
prompt501,0.8959191937801624,1.2118170261383057,9,no,340,273,2.2337239583333335,0.06272379557291667
prompt502,0.3791181866675463,6.251616954803467,48,no,12,26,1.076171875,0.0587158203125
prompt503,0.8680843947156381,1.0662283897399902,8,no,15,18,2.216796875,0.0651092529296875
prompt504,0.7917916120621752,1.088545560836792,7,no,1,2,2.044921875,0.06744384765625
prompt505,0.610969086022979,1.3541059494018555,9,no,400,1600,1.662109375,0.06296793619791667
prompt506,0.3959270619808572,1.4257848262786865,11,no,9600.0,144,1.511962890625,0.0683441162109375
prompt507,0.8119599552074307,1.2853078842163086,10,no,106.0,2,2.0927734375,0.065216064453125
prompt508,0.5249846075527901,1.085886001586914,8,no,50,120,1.35986328125,0.062652587890625
prompt509,0.7899613147018042,1.0867931842803955,8,no,24,4,2.2158203125,0.067718505859375
prompt510,0.8961620951748823,1.4977319240570068,11,no,15712,525,2.42265625,0.066558837890625
prompt511,0.5941462150016091,1.1725661754608154,9,no,50,110,2.103515625,0.067291259765625
prompt512,0.7681738402885012,1.0648019313812256,8,no,16,120,1.5810546875,0.061676025390625
prompt513,0.6884736081157465,1.2872889041900635,10,no,75,300,2.0498046875,0.061065673828125
prompt514,0.5673702951317539,1.0484557151794434,8,no,80,90000,1.219482421875,0.0587615966796875
prompt515,0.7837539075589761,1.055227279663086,8,no,40,160,2.18115234375,0.068084716796875
prompt516,0.4239169010408008,1.1628515720367432,9,yes,375,375,1.70263671875,0.0645294189453125
prompt517,0.7459781880101863,1.0842807292938232,8,no,96,18,1.76171875,0.0621185302734375
prompt518,0.8986285284002864,1.2540981769561768,9,no,50,32,2.220703125,0.06201171875
prompt519,0.6361925744608931,1.2274324893951416,9,no,100,280,1.6276041666666667,0.062204996744791664
prompt520,0.9517083282940876,1.2204039096832275,8,no,32,63,2.16015625,0.0633544921875
prompt521,0.9534788507188974,1.0952792167663574,8,no,10,39,2.2197265625,0.06390380859375
prompt522,0.8037857855677419,1.3506221771240234,9,no,16,29,1.8759765625,0.059967041015625
prompt523,0.6814964924511251,1.100529670715332,8,no,93,74,1.9794921875,0.065826416015625
prompt524,0.9270442717738635,1.0817337036132812,8,no,5,9,2.052734375,0.058441162109375
prompt525,0.8810216036031975,1.2096316814422607,8,no,15,12,2.216796875,0.0673828125
prompt526,0.8697940109125301,1.0868277549743652,8,no,3,21,2.166015625,0.05963134765625
prompt527,0.7806737214593348,1.2756974697113037,10,no,288,48,2.123046875,0.06706746419270833
prompt528,0.9186417409837282,1.211775302886963,9,no,38,172,2.1103515625,0.05987548828125
prompt529,0.8564274629788533,1.1745154857635498,9,no,10,11,2.01416015625,0.066864013671875
prompt530,0.9137717091797927,1.090723991394043,8,yes,36,36,2.21875,0.0644378662109375
prompt531,0.8818648949636392,1.0822112560272217,8,no,40,66,2.20703125,0.06494140625
prompt532,0.8809139941092461,1.1756627559661865,9,no,15,25,2.21875,0.063140869140625
prompt533,0.7194901401815272,1.2049472332000732,9,no,100,300,2.1481119791666665,0.0645751953125
prompt534,0.858016013319693,1.2113778591156006,8,no,36,300,2.1640625,0.0657958984375
prompt535,0.7591252788137973,0.9339723587036133,7,no,8,16,2.1640625,0.06610107421875
prompt536,0.9145601757721434,0.9380490779876709,7,yes,8,8,1.763671875,0.06500244140625
prompt537,0.7946133231027058,1.3210663795471191,10,no,250,188,2.0061848958333335,0.059855143229166664
prompt538,0.6880529653114891,1.0831632614135742,8,no,24,18,2.203125,0.069915771484375
prompt539,0.861312072180644,1.055785894393921,8,no,65,35,2.216796875,0.0653839111328125
prompt540,0.9537375615338216,1.0856070518493652,8,no,16,39,2.318359375,0.0640106201171875
prompt541,0.751896483331528,1.190812349319458,9,no,500,50,2.3528645833333335,0.06709798177083333
prompt542,0.7269181624152932,1.306168556213379,10,no,550.0,7,1.73193359375,0.06339263916015625
prompt543,0.6734770740486127,1.2961268424987793,10,no,3.0,6,1.6318359375,0.05810546875
prompt544,0.7176585273222371,1.0584969520568848,8,no,45,80,1.763671875,0.0615081787109375
prompt545,0.49064311192286925,0.9566349983215332,7,no,15,30,0.6767578125,0.06396484375
prompt546,0.718309314529592,1.566612720489502,12,no,3395.0,130,2.948828125,0.0828857421875
prompt547,0.7839555086765879,1.0815536975860596,8,no,20,81,2.1064453125,0.0653076171875
prompt548,0.5633235223002439,1.054133415222168,8,no,210,100,1.8531901041666667,0.066375732421875
prompt549,0.882888168087465,1.0641651153564453,8,no,15,398,2.2197265625,0.0652008056640625
prompt550,0.6070985925637503,1.622941493988037,11,no,7375.0,27,2.076416015625,0.0661468505859375
prompt551,0.8145380994064806,1.4398126602172852,11,no,120.0,17,1.94482421875,0.0601348876953125
prompt552,0.7455314012027189,1.2005488872528076,9,no,290,450,2.1953125,0.063446044921875
prompt553,0.8082373065122309,1.09078049659729,8,no,14,92,2.1630859375,0.065673828125
prompt554,0.8916791315237576,1.0736870765686035,8,no,12,54,2.3154296875,0.069122314453125
prompt555,0.794820187258344,1.0587332248687744,8,no,10,2,2.21484375,0.0683135986328125
prompt556,0.8497357649251991,1.056013822555542,8,no,30,160,2.2177734375,0.0661163330078125
prompt557,0.966638122724768,1.1782896518707275,9,no,35,70,2.1630859375,0.060791015625
prompt558,0.7668326566188897,0.9650776386260986,7,no,4,3,1.9130859375,0.06634521484375
prompt559,0.8552618474743898,1.2049238681793213,9,no,26,16,2.291015625,0.0647125244140625
prompt560,0.8357292361457993,1.0622329711914062,8,no,48,45,1.98291015625,0.0615234375
prompt561,0.6442048697306818,1.2942123413085938,10,no,105,180,1.6634114583333333,0.060770670572916664
prompt562,0.9382776209649462,1.3210046291351318,9,no,64,82,2.2216796875,0.06170654296875
prompt563,,6.148887634277344,50,buggy,None,12,,
prompt564,0.7846072358699981,1.1908984184265137,9,no,120,240,2.1647135416666665,0.06341552734375
prompt565,0.9626846334371691,1.055436134338379,8,no,9,5,2.16796875,0.058135986328125
prompt566,0.8317933016979049,1.052454948425293,8,yes,10,10,2.166015625,0.0640716552734375
prompt567,0.8133054940920402,1.3460872173309326,9,no,10,9,2.04248046875,0.0582733154296875
prompt568,0.7386053057187598,1.1890146732330322,9,no,155,175,1.6686197916666667,0.058949788411458336
prompt569,0.9123549977031342,1.205103874206543,9,no,16,21,2.408203125,0.06878662109375
prompt570,0.8769762428244248,1.0871500968933105,8,no,44,23,2.158203125,0.0655517578125
prompt571,0.8114011242436575,1.1949195861816406,9,no,536,308,1.8138020833333333,0.062357584635416664
prompt572,0.7652346529204117,1.2103047370910645,9,no,50,100,2.3046875,0.0664825439453125
prompt573,0.5043511720031799,1.343445062637329,10,no,2100,600,2.1458333333333335,0.066375732421875
prompt574,0.8555455044227918,1.283480167388916,9,no,18,37,2.267578125,0.0626373291015625
prompt575,,5.226484537124634,37,buggy,None,36,,
prompt576,0.8864018111065712,1.2034962177276611,8,no,84,11232,2.267578125,0.06768798828125
prompt577,0.9416209860381921,1.1977648735046387,8,no,33,40,2.2197265625,0.0644073486328125
prompt578,0.8773596375029359,2.2510714530944824,18,no,36128314318.0,48,2.4677734375,0.06745402018229167
prompt579,0.27644960387715567,1.0484178066253662,8,no,8,7,1.07421875,0.055755615234375
prompt580,0.8361372978564162,1.3077569007873535,10,no,489,500,1.7561848958333333,0.058451334635416664
prompt581,0.7281675030501408,1.306335687637329,10,no,165,215,1.4518229166666667,0.057403564453125
prompt582,0.7098631941341486,1.0780212879180908,8,no,87,129200,2.2587890625,0.071929931640625
prompt583,0.8505656693862647,1.0804753303527832,8,no,92,120,2.0390625,0.0639801025390625
prompt584,0.795082682359065,1.3101863861083984,10,no,286.0,2,2.39990234375,0.0669097900390625
prompt585,0.8559307371735829,1.2169973850250244,9,no,25,40,2.1611328125,0.0610504150390625
prompt586,0.6279601559229855,1.328253984451294,10,no,330,800,1.8138020833333333,0.062062581380208336
prompt587,0.8761942992348022,1.3597607612609863,9,no,74,30,2.2509765625,0.0624847412109375
prompt588,0.7317914353436283,1.0878548622131348,8,no,49,52,1.07421875,0.062530517578125
prompt589,0.7903182878043885,1.0950722694396973,8,no,4,15,2.4453125,0.07452392578125
prompt590,0.853022953508774,1.267268419265747,9,no,132,319,1.8876953125,0.06251017252604167
prompt591,0.731745345579117,1.6447598934173584,11,no,1728,220,2.107421875,0.0637664794921875
prompt592,0.5769329836863936,1.446221113204956,11,no,100.0,1,1.7685546875,0.06456756591796875
prompt593,0.8957323564866405,0.9556605815887451,7,no,9,3,2.267578125,0.07086181640625
prompt594,0.6832904819237335,1.060438632965088,8,no,28,42,1.90283203125,0.0659332275390625
prompt595,0.7760513605936701,1.0407812595367432,8,no,42,13,2.8359375,0.0804443359375
prompt596,0.939840389192422,1.212247610092163,8,no,21,260,2.2705078125,0.0638275146484375
prompt597,0.4868729218247571,1.0573093891143799,8,no,60,90,1.41748046875,0.062774658203125
prompt598,0.9184917897346746,1.1881954669952393,9,no,136,69,2.3313802083333335,0.066650390625
prompt599,0.7951259507013368,1.1742606163024902,9,no,41,48,2.166015625,0.066162109375
prompt600,0.6716344865175735,1.3191192150115967,10,no,85.0,10,1.8544921875,0.06447347005208333
prompt601,0.9232531022966082,1.2164568901062012,8,no,53,104,2.2197265625,0.06292724609375
prompt602,0.7766413568697277,0.9406499862670898,7,no,6,5,2.35546875,0.0751953125
prompt603,0.7698430007935398,1.2009639739990234,9,no,210,1800,1.96875,0.06475830078125
prompt604,0.872983936213925,1.0821924209594727,8,no,60,12,2.263671875,0.06439208984375
prompt605,,1.098381757736206,8,buggy,None,42,,
prompt606,0.9092621092113975,1.5617845058441162,12,no,1203.0,6,2.371875,0.06380615234375
prompt607,0.6817989139923194,1.4351816177368164,11,no,223.0,10,2.34716796875,0.0681610107421875
prompt608,0.8614508636833513,0.965789794921875,7,yes,8,8,2.44921875,0.070556640625
prompt609,0.8570698054646914,1.0813663005828857,8,no,8,7,2.048828125,0.0592041015625
prompt610,0.4078098795521057,1.2917208671569824,10,no,300,65960,1.5813802083333333,0.061075846354166664
prompt611,0.5941215480283234,2.0698368549346924,16,no,57370000.0,1450000,1.7364366319444444,0.061442057291666664
prompt612,0.8359854345158382,1.1865313053131104,8,no,27,30,2.1572265625,0.065185546875
prompt613,0.1182033600241857,4.3931474685668945,36,no,6000,93000,1.7470703125,0.0731201171875
prompt614,0.7920639379327659,1.6575813293457031,13,no,10150.0,312,2.2490234375,0.065887451171875
